1;arms_factory;2952.00;10.78;1370.00;1.35;0
1;arms_factory;2947.00;13.63;1368.00;1.46;0
1;arms_factory;2948.00;12.95;1369.00;5.58;0
1;arms_factory;2950.00;12.15;1362.00;1.96;0
1;arms_factory;2944.00;10.50;1364.00;6.08;0
1;arms_factory;2944.00;10.88;1365.00;6.18;0
1;industrial_complex;2947.00;9.90;1357.00;4.02;0
1;industrial_complex;2947.00;9.90;1357.00;0.41;0
1;industrial_complex;2950.00;10.65;1371.00;3.07;0
1;industrial_complex;2943.00;10.73;1369.00;6.09;0
1;industrial_complex;2944.00;11.23;1369.00;2.47;0
1;industrial_complex;2952.00;10.65;1363.00;5.13;0
1;air_base;2952.00;10.65;1363.00;1.52;0
1;naval_base;2941.00;9.50;1360.00;-0.79;5579
1;naval_base;2954.00;9.50;1376.00;-3.00;5555
1;naval_base;2942.00;9.63;1366.00;-1.19;5579
1;bunker;2952.00;10.78;1370.00;5.14;0
1;bunker;2943.00;10.30;1365.00;1.52;0
1;bunker;2950.00;10.60;1356.00;4.19;0
1;coastal_bunker;2955.00;9.63;1366.00;0.98;0
1;coastal_bunker;2949.00;9.50;1350.00;-0.79;0
1;coastal_bunker;2941.00;9.50;1369.00;-2.60;0
1;dockyard;2954.00;10.07;1367.00;0.98;0
1;anti_air_building;2948.00;10.73;1358.00;0.47;0
1;anti_air_building;2948.00;10.73;1358.00;2.04;0
1;anti_air_building;2951.00;10.57;1371.00;4.70;0
1;synthetic_refinery;2946.00;11.57;1370.00;2.54;0
1;fuel_silo;2946.00;11.57;1370.00;3.74;0
1;radar_station;2948.00;13.38;1365.00;2.16;0
1;rocket_site;2951.00;11.65;1366.00;3.14;0
1;nuclear_reactor;2949.00;13.13;1365.00;5.81;0
2;arms_factory;2993.00;9.75;1366.00;5.58;0
2;arms_factory;3002.00;10.53;1372.00;1.96;0
2;arms_factory;2999.00;9.57;1357.00;6.08;0
2;arms_factory;2998.00;10.28;1366.00;6.18;0
2;arms_factory;3017.00;11.98;1358.00;4.02;0
2;arms_factory;2996.00;9.85;1364.00;0.41;0
2;industrial_complex;2994.00;11.40;1373.00;3.07;0
2;industrial_complex;3006.00;10.23;1358.00;6.09;0
2;industrial_complex;2996.00;10.50;1370.00;2.47;0
2;industrial_complex;3011.00;9.93;1352.00;5.13;0
2;industrial_complex;3005.00;10.28;1364.00;1.52;0
2;industrial_complex;3012.00;9.70;1350.00;4.54;0
2;air_base;3016.00;11.63;1357.00;5.74;0
2;naval_base;3013.00;9.50;1348.00;0.32;1452
2;naval_base;2993.00;9.50;1361.00;-0.93;5656
2;naval_base;2990.00;9.50;1364.00;-0.90;5579
2;naval_base;3001.00;9.50;1353.00;-0.46;5656
2;naval_base;3022.00;9.50;1347.00;0.17;1452
2;bunker;3018.00;13.00;1363.00;5.05;0
2;bunker;3004.00;10.25;1367.00;6.25;0
2;bunker;3021.00;10.75;1353.00;4.09;0
2;bunker;3009.00;10.93;1359.00;0.47;0
2;bunker;2994.00;10.68;1371.00;2.04;0
2;bunker;2999.00;9.85;1363.00;4.70;0
2;bunker;3010.00;9.70;1351.00;2.54;0
2;coastal_bunker;2991.00;9.50;1362.00;-0.93;0
2;coastal_bunker;3004.00;9.50;1352.00;-0.46;0
2;coastal_bunker;3007.00;9.50;1350.00;-0.90;0
2;coastal_bunker;2989.00;9.50;1366.00;-0.90;0
2;coastal_bunker;3021.00;9.50;1347.00;0.17;0
2;dockyard;3001.00;9.50;1354.00;-0.46;0
2;anti_air_building;3020.00;12.30;1361.00;1.59;0
2;anti_air_building;3001.00;10.05;1366.00;4.25;0
2;anti_air_building;3009.00;12.18;1368.00;0.99;0
2;synthetic_refinery;3003.00;9.93;1361.00;3.66;0
2;fuel_silo;2997.00;11.05;1373.00;0.04;0
2;radar_station;3006.00;10.45;1362.00;4.98;0
2;rocket_site;2995.00;9.53;1361.00;5.72;0
2;nuclear_reactor;3014.00;10.38;1352.00;0.64;0
3;arms_factory;2923.00;14.18;1455.00;6.08;0
3;arms_factory;2932.00;13.95;1459.00;6.18;0
3;arms_factory;2928.00;15.28;1449.00;4.02;0
3;arms_factory;2926.00;10.85;1461.00;0.41;0
3;arms_factory;2928.00;15.40;1439.00;3.07;0
3;arms_factory;2914.00;9.50;1445.00;6.09;0
3;industrial_complex;2917.00;14.93;1436.00;2.47;0
3;industrial_complex;2913.00;10.10;1456.00;5.13;0
3;industrial_complex;2934.00;13.93;1457.00;1.52;0
3;industrial_complex;2923.00;14.03;1448.00;4.54;0
3;industrial_complex;2921.00;13.30;1447.00;5.74;0
3;industrial_complex;2924.00;16.63;1438.00;3.58;0
3;air_base;2916.00;10.73;1443.00;5.14;0
3;bunker;2907.00;9.57;1448.00;1.52;0
3;bunker;2920.00;10.45;1458.00;4.19;0
3;bunker;2916.00;14.38;1438.00;2.03;0
3;bunker;2916.00;10.38;1454.00;5.05;0
3;bunker;2931.00;15.85;1449.00;6.25;0
3;bunker;2930.00;13.05;1460.00;4.09;0
3;bunker;2916.00;11.35;1449.00;0.47;0
3;bunker;2929.00;10.78;1463.00;2.04;0
3;bunker;2923.00;14.10;1449.00;4.70;0
3;bunker;2920.00;10.70;1457.00;2.54;0
